text,label
"Si es populismo que sea con austeridad y ahorro para el pueblo dominicano, Que ViVA el populismo carajo",
Y me imagino que esta página muchos lo van a criticar como quiera que sea! Nunca dejaremos de ser lo que somos como Dominicanos mediocres!,
🙄🤔😒,
"Eso es innecesario. Lo vuelos privados, más que un lujo es un tema de seguridad nacional. Dejemos de tentar a la suerte.",
"@lrodriguezsoto noooormal, y más en el dominicano, tooodo hiede, nada huele 🤦‍♀️🤦‍♀️",
"Un poquito de las 2, entiendo q quiere enviar un mensaje a la población y quizás a sus funcionarios también. Ahora bien vamos a ver quienes le siguen el paso en la carrera de la austeridad",
El está predicando con él ejemplo 👏👏👏👏 bien por el,
Exelente,
Hay que esperar y ver si el sigue viajando en vuelos comercial,
Aunque me engañe en el futuro siento que el hombre @luisabinader quiere acercarse a su pueblo……..que viva la austedidad politica (la cual no existe por el momento),
Austeridad👏👏,
Bien 👏👏,
Eso está bien,
Siempre es malo. Cuando gasta mucho dinero es malo y cuando no lo gasta también. Como es la cosa?,
Lo amamos.,
@rubycaraballo ahi va la frase que mejor describe al dominicano: “ Como quiera es malo” 😂,
Los buenos ejemplos comienzan por arriba. Excelente mensaje a los funcionarios del gobierno.,
"@elantinoti lo que pasa es que el dominicano todo se lo encuentra mal, si viaja en avión privado es malo y si lo hace en un avión comercial también es malo, entiendan que al dominicano le encanta y le fascina joderle la vida a sus compatriotas",
Hola,
"Habrá que ver si, cuando vuelva a tomar un vuelo comercial, también se va en clase turista. Si sólo lo hizo en esta ocasión, pues el populismo es lo más probable. Ahora mismo, que bien.",
"El deseo de un cambio hace que aplaudamos todo lo que sea diferente, aunque no sea importante. La solución a la economía y cultura corrupta no es montarse en un vuelo comercial, sino detener el desfalco, los préstamos y los sistema de corrupción. La Neo-Izquierda conserva el aspecto populista de su filosofía de origen. No, montarse en un vuelo comercial no resuelve en lo absoluto ningún problema nacional.",
Se bebieron una dramamina  para pider aparentar humildad  entre la clase económica….,
Que vaya en metro al trabajo o en Omsa. Puede irse en moto uber tambien. Populismo barato!,
Baño de pueblo diría.. en mi opinion que no tiene importancia lo veo como algo innecesario.. y dentro de todo de ve como algo pa crear un sonidito y que vean lo humilde que dike son.. Por otra parte.. es un presidente debe dejarse de esas mamadas... Hay que cuidarse...,
"El complejo de nunca tener ala diferencias de aver tenido todo all que se denomina economía hereditaria  a aquello que surgieron de no tener y dentro de los partidos políticos amasar de caudal público ,, por k leonel en 4 año daba asta 16 viajes ala extragero y no como hacer labores diplomática 🤞🏼🤞🏼",
"Un pasaje aéreo pagado con dinero del Estado, de los mismos que sale cada día el pago de toda burocracia y su aderezos.",
"No veo nada de malo . Es un estadista .es un hombre humilde .es  un hombre que se debe a su pueblo y no anda con comparoneria, como los anteriores .",
Comoquiera es malo un presidente que quiere hacer las cosas correctas y lo cuestionan. Entonces a quién le creo.,
"Es difícil aceptar los cambios y más cuando la costumbre hace ley en el tiempo, los que solo alcanzan a ver el vaso medio vacío siempre criticaran con dudas y pesimismo... #demonosunvotodeconfianza",
"Es verdad! Por qué hay que hay que criticarlo  todo, aveces pienso,que en ves de informar, lo que buscas es atención en los medios y así no, deja pasar algunas y así poder considerar otras que publiques .",
Populismo y arriesgando su seguridad.,
Excelente,
En Esos asientos 💺  va toda su seguridad no se dejen engañar señores,
"Se está enfriando gracia al trabajo que está haciendo el poder judicial, pero aún no he visto el trabajo del poder legislativo ni el de el ejecutivo",
Muy bien 👏👏👏,
Eso es un riesgo que no deberia,
"En este país todo lo critican, si es en vuelo comercial es populismo y si es en vuelo privado dicen que gasta el dinero del estado en lujos 😬🤦🏽‍♂️",
Pero yo pensaba que aquí había un avión presidencial,
"Por lo menos hace el bulto, otros no saben disimular.",
I love it populismo y austeridad al mismo tiempo why not?👏👏👏,
Yo lo veo bien!,positivo
"Aquí todo es malo , si no lo hace también es malo",
Así es Sinneyli!!,
Esto es palo si boga y palo si no boga. Quien entiende al Dominicano!!🤦🏻‍♀️,
"Pero el fue a barahona en vuelo privado, que paso aqui!?😌",
Lo que es un Presidente de un país Pobre... así es que debe andar!,
Sea lo que sea es un excelente mensaje !!,
"Antes de ser presidente no recuerdo haber visto ningún post de Él viajando en un vuelo comercial. So, para mi es populismo.",
Bien por el,positivo
"Que no se puede joder tanto, 😏",
Aplaudo 👏👏al presidente por practicar con el@ejemplo...,
AUSTERIDAD!!! 100% este pais debemos ser inteligebte y valorar mucho este presidente que tenemos ahora que llego con buenas INTENCIONES con sus defectos a su alrededor pero al menos en lo que concierne a el va bien quiere enderezar esto y debemos ayudarlo!!,
Excelente humildad 👏👏,
@hollyfernandezc tienes razón mi querida Josefina👍así es,
"Que de todos modos hablan y critican, si hace es malo y si no hace también 🙄",
Populismo...,
👏👏👏👏👏😍😍😍😍,
"Yo creo que es un ejemplo para todos los funcionarios. El seguro que en su vida privada siempre viaja en Primera, pero el dinero del Estado es otra cosa. Eso es ejemplo de humildad, no se le quita un pedazo por viajar en Turística. 👏👏👏 su acción. Y eso le da calidad moral para cuestionar a los que despilfarran el dinero 💰 del PAÍS.",
Eso no tiene explicación,
Humildad! @luisabinader 👏 bravo Presidente! Dios lo bendiga.,
No hay que criticar el lo hace algo para que las persona o el pueblo se relaje un poco con tanta noticia negativa,
"La razón puede ser cualquiera, lo que importa es que sea positivo y LO ES👏👏👏",
"Siempre habrá de que hablar si se va en Helidosa, si compra uno, si es Jet privado, si va con todo el mundo, en fin...",
Un presidente que se ajusta a la situación del país y se demuestra en cada acción que hace. #austeridad!!! 👏👏👏 @luisabinader,
Pero es que esto no es relajo es su seguridad Dios mio esto no se sabe donde vayas a paral @laura26virginia,
"Palo si boga, palo si no boga🤷‍♂️",
"Humildad de la que mucho carecemos y muchos deseos de cambiar muchas cosas,  todos sabemos que ellos pueden viajar como quiera sin tener su investidura.  Es mi pensar y creo que existe un gran deseo de un cambio.  El tiempo dirá 🙌",
Siempre 🙌 se agradece una acción tan noble y humilde cómo está 🙌,
"Populismo!!!!! Pues aún siendo así esta bien, los que nos gobernaron por casi dos décadas se crelleron superiores y no se mezclaban, no después de las campañas políticas, así que sin importar cuál de las dos opciones se yo👏👏👏👏👏",
Felicidades. .por ser tan humilde.  No iba conocido. Un presidente como  él. 🙌 que. Dios lo.siga bendiciendo  a usted y su familia,
Esperemos que todos los Funcionarios vean esto y no que ellos viajes en primera clase o más bien Aviones privado  a costilla del pueblo.,
"Eso da a pensar que no es derrochador del dinero recaudados en los impuesto para acudir a las necesidades del país, pero la cosas hay que seguirla viendo a ver si no es para tener un sonido porque en RD todos son sonidista",
Autenticidad y humildad!,
Para mi esta muy bien k haga eso,positivo
Las gente son el diablo si hacen algo bueno ya lo estan justificando y si se hace mal lloran carajo el dominicano le gusta k los maltraten.,
"Que pienso? Que como quiera e malo xd si abinader se va en primera clase solo o en algun avion privado, pues ya dicen que anda gastando lo cualto del pueblo pero si se va en vuelo regular es pa que la gente vea que es humilde, necesito saber como es que queremos que se hagan las cosas por que ando perdia 😂",
Ambos,
"Bueno @elantinoti  si es populismo, al menos se hizo un ahorro en ese vuelo y si es austeridad, perfecto, eso es lo que queremos",
Cualquiera de las dos. Es lo correcto el presidente además querer ahorrar esto también es una oportunidad de estar con el pueblo.,
A y B don correctas😂😂😂😂,
Que esta bien que el presidente viaje igual que otra persona!!,
Muuuuyyyyy buuuuiiiiieeennn! Excellent!👏👏👏😍,
Jaajajaja 🍿 🤡,
Como debe ser 👏👏,
"Populismo,  que un presidente debe de andar en avión ✈privado,  que debe su politiquería.",
Hay el presi innovando.,
"Muy bien por él, debería hacerlo más frecuente, pero tomando todas las medidas de seguridad de lugar!",positivo
"3000% Populismo. No está mal hacerlo, pero mientras se ahorra unos miles de dólares en un viaje oficial, la danza de los millones continua. Millones robados por miembros de su propio gobierno que se niegan a dejar la pista de baile -emparejados en un baile del perrito y un pasito tuntún con los que se llevaron los Manilistad- y volver donde pertenecen, al pueblo. Millones que están siendo tomados prestados a diestra y siniestra por Mr. RODOLFO CORONA aka @luisabinader porque le faltan parejas y ""parejos"" en la pista del palacio para que el son no haya que dejarlo a medias y la orquesta grite: ""que siga la fiesta"". Ese baile se baila ante la mirada complaciente de todos nosotros. Diría García Márquez...""y mientras, qué comemos. M$#%^.",
Yo lo veo bien. No se puede ser tan pesimista. Creo qué hay buenas intenciones. Mi humilde opinión.,
Tamo en campaña 👏😂,
Predicando con el ejemplo !! 👏,
Bueno estamos como la GATA ANGORA y perdón pero como quiera es malo...a mi con que nos cueste menos que con los COMESOLOS...es suficiente,
Ninguna,
Esto lo que fue es humildad porque el presidente puede pagarse su vuelo.,
El presidente ha ganado el corazón de su pueblo,
Eso no es inteligente.,
Eso no es necesario.,
"Diablo, pero como quiera es malo. Si es en vuelo privado, es malo. Comercial, malo. Si decide irse nadando, que no debe hacer eso; con el ser humano no hay quién pueda. Muchos aquí criticando de mala manera sabiendo uno de qué bando son.",
Pero conchole pero para ustedes todos está mar si hubiesen ido en un jet privado también telo encuentra mal sean más neutral carajo,
Esto es una furcalada cualquiera...posando para la cámara😂,
"Humildad, aunque los hater ahorita quieren criticar",
Puro bulto...en buen Dominicano...sin necesidad! Yo quiero ver gente presha y devolviendo lo robao! Y por mi alquile un jumbo o los aviones del Penco!,
Mi Presi..👏👏👏👏,
Bajarle tres rayas al caso de los narcos políticos entreteniendo al pueblo por unos minutos,
"Eso es un gesto de humildad y solidaridad, me parece muy buena actitud de su parte",
Para todo el que dice que es populismo que recuerde que en los gobiernos pasado ninguno lo hizo y que el lo haga ahora cuando es presidente es demostrando que está trabajando y no comiendose el estado.,
Cuantas humildad,
"En mi barrio eso se llama educación, ahhhh y del Cibao, no mas ni menos y saber que hay que mantener la humildad",
"14mil millones de dólares En préstamos, y  Eduardo Estrella se va en avión privado?",
"Yo prefiero aplaudir! 👏👏👏 el Presi del pueblo, en todos los escenarios muestra su humildad y sin forzarla",
Nose pero está bien!,positivo
@angelacalderonr ya lo sabe y le dan un puesto y no resuelven 😂😂😂😂😂,
El mejor presidente 👏 👏 👏 👏 👏 👏,
"Si yo fuera el, me cuidara un chin mas, para que no me pase como al de Haití",
"Lo veo bien,.en vez de rentar un avión con el dinero del pueblo o pedir prestado un avión a un amigo influyente para después deber favores, prefirió tomar un vuelo comercial común, es más barato en tiempos de austeridad es lo mejor, aunque el tiene con que pagar primera clase, pero va a representar nuestro país y nuestra realidad como nación",
El esta tratando de hacer las cosas diferentes 👏,
Si no lo hace también es malo 🤦🏼‍♀️,
Calculando 10x450 los pasaje =4500 dólares en pasaje. Un avión privado costaría algunos 15 mil dólares. Sea usted el jurado lo que esssss….,
Eso es que tienen su cabeza en alto,
Está en su derecho.,
Austeridad y humildad para su gente👏👏👏👏👏❤️❤️❤️❤️❤️,
"Un presidente que con su ejemplo está mandando un mensaje a todos, como funcionario público usted debe ser eficiente con el dinero que tiene a su cargo.",
🙌🙌🙌 La reelección va y lo Apoyo pero así nooo Luis,
Un ministro de su nivel no es para exponerse .,
"@elantinoti  eso es una ridiculez en verdad, el primer mandatario no se puede exponerse asi en un vuelo comercial por Dios, es el presidente no un funcionario cualquiera",
"@gilbert_af  no es un asunto de doble moral ni nada de eso, debes enterder que es un asunto de seguridad de estado, lo que esta pasando en RD nunca había pasado o por lo menos en lo que tengo memoria, personas del gobierno y del gobierno anterior siendo j",
"MI PRESI CARAJOOOO , DANDOLE SU PELA A LO CHOPO DEL PLD",
Pooopulismooooo,
"Populismo o no, esta dando ejemplo de la austeridad que está implementando",
La gente acostumbrada al PLD no quiere aceptar la humildad de nuestro presidente,
"Populismo total, una humildad maquillada. Que nos quite el estado de emergencia, el cual no tiene ningún sentido en este momento. #PopulismoBarato",
Humildad O Precaucion?,
"@vilmania.nathalie Bueno recordando que Biden tiene el AIR FORCE ONE, su avión privado y es el mandatario de una potencia, tiene el mismo riesgo que un vuelo privado.",
@gustavoemb jummmmm,
Nuestro presidente es un hombre humilde ...,
Aplaudo a mi presidente @luisabinader  siga así confío en usted,
"Que el dominicano todo se lo encuentra mal… si se va en un vuelo privado, esta gastando el dinero del pueblo y son gastos innecesarios, y si usa un vuelo comercial es populismo y quiere ganarse el pueblo como quiera…de todos se quejan 🙄🙄",
El es una persona normal!,
Eso se llama marketing 😂 todo el mundo hablando de eso y no se dan cuenta que por debajo de todo es MARKETING,
Poulismo,
"Excelente decisión de nuestro mandatario sin embargo acciones de otros funcionarios contradicen esta realidad. Mi presidente @luisabinader, por favor, que la intención no sucumba ante la acción.",
❤️❤️❤️👏👏👏👏👏,
Circo,
Puro populismo. Por qué él no lo hacía cuando no era presidente?,
"Ninguna de las dos. Se llama ser un ciudadano normal, que quiere conectar con la gente y ser diferente a los que han pasado . 👏👏👏",
Ninguna de las dos. Eso es autenticidad !! @luizabinader @elantinoti,
"Ridiculo Abinader.  El cargo le queda grande y no sabe qué hacer con tanto.  El puesto de un Presidente se respeta, y mientras quiere aparentar humildad, come caviar mientras los pobres ya ni pan, porque están muy caros.",
"Dando cátedra; dando ejemplo, callando bocas sin decir palabra alguna; MUCHO con DEMASIADO ese señor. Aprendamos a ser imparciales a la hora de dar una opinión ( sin importar preferencias políticas, apoyemos lo bien hecho!)",
"Ok vamos a ser honestos, y que si es populismo? 🤨 Si eso es  como quiera está bien porque de una manera u otra está haciendo parte de lo que prometió y está HUMANIZANDO la figura del ""presidente""",
Lo amo!!! 👏👏👏con el permiso de @raquel_arbaje,
"Está bien que viaje así, la posponería significa gastos innecesarios.",
@dcapellanm exactamente,
Bien por ellos y si se van en primera clase pues también bien por ellos. Cómo quiera les van a criticar 😩,
Populismo la vdd 😅 porque el independientemente ya tiene dinero 😂,
Creando fama para acostarse a dormir! Bulto.,
Balaguer en sus tiempos,
Creo que las dos,
"Excelente,debe practicar con el ejemplo",
"Austeridad no creo sea, porque si a él le da la gana con su cuarto’ pudiera hasta alquilar un avión para el solo pero aquí atacamos por deporte , cuando no tenemos que atacar… 🤷🏽‍♀️.",
Un gesto loable diría yo.  Estoy segura que antes de ser Presidente. siempre iba en primera!!!!!!,
"@albertoortiz02_ has dicho una gran verdad, como quiera es malo. Nuestro presidente @luisabinader ha demostrado que quiere hacer una buena gestión, pero imagínate con la gente no hay quien pueda.",
Asco da político mediocre,
Ridículo buscando solo sonido mientras el país se va a la mierda con los que están gobernado los delicuentes,
"Populismo... Por que? Porque mientras quieren mostrar austeridad con esto, por otro ladl están gastando hasta lo que no se debe en publicidad, afiches procampaña, año escolar televisado y tensiones de cuentas millonarias",
Yo lo veo muy bien! Al final es un persona como cualquier otra 👏,positivo
"Ese es un presidente del pueblo, más presidente así😂",
Directamente ambas cosas ✌🏼,
Me@parece excelente.,
👏👏👏🙌🙌bien,positivo
Un presidente que respeta a su pueblo y lo demuestra con hechos 👏,
Esta siendo él mismo.,
"¿ Si se cae el avión se salvan los de alante o los de atrás?, no es un caso único y el país no cuenta con avión presidencial, México que es un país con mayor poder adquisitivo, puso en vente su avión, siempre y cuando se le garantíce al presidente y sus acompañantes su integridad física no es un problema.",
Interesante mensaje a sus funcionarios !!,
Interesante mensaje. Sus funcionarios !!!,
Me.pueden explicar coml es que lo quieren pero pueblo Dominicanl pónganse de acuerdo todos o es juan o es pedro pero no puede ser los dos digo yo tu ve me tienen jarta todo lo critican si se va en Jet privado que esga gastando si se va en clase regular es populismo desayunan antes de opinar jesus manifica,
Mi presidente es del pueblo y para el pueblo🇩🇴💪🏽,
El dominicano está acostumbrado al maltrato. Es normal que critiquen algo que está bien.,
Sin duda alguna un presidente correcto,
Muy bien 👍,positivo
Con un presidente así se sale adelante 🙌,
"Luis el estupiderth no va hacer nada por RD ni por los ciudadanos que necesitan ayuda, mientras un pueblo siga BRUTO mejor de manipular. Abinader 🖕Fu@k........you",
Pensamos que es lambonismo tuyo 😂,
🤷‍♀️🤷‍♀️,
Es humildad 👏👏👏,
Estrategia de marca 😂😂😂,
Excelente señor Abinader 👏🙌,
Creo que es austeridad y dando ejemplo de que un presidente no tiene que viajar con medio gabinete y gastar el dinero del Estado en eso.,
"Que deje Su apariencia de humildad, que los problemas del pueblo estan Peorrr cada día 🙄 la gasolina subió de nuevo, y otra vez los supermercados son la casa del Terror @luisabinader 🤷‍♂️",
@djbullgrd 😂😂 eso are 🏃‍♂️,
"Malo fuera que el alfa el jefe o Gonzalo castillo le ubiera prestado el Jet privado , pero eso no es nada 😂",
"@sebastianferreras pero como la cancha está caliente (Narcolio) en el patio, el hombre tiene que ofrecer circo 🎪 ya que el horno no está ni para galletas, menos para pan 😂😂😂😂😂",
Con su Dinero el hace lo que le de la gana. Seguro qur antes viajaba en primera. Pero creo que es una forma de demostrarle a sus funcionarios que el dinero del pueblo no es para eso. No se le quita un pedazo por viajar en turista. Esta dando el ejemplo. Y el ejemplo empieza por la  casa,
"Muy bien. Austeridad. Predicar con el ejemplo no es fácil, pero es posible.",
Un presidente que tiene los pies sobre la tierra.cero fanfarroneo...,
Oye pero Abinader tiene hasta Tiktok!,
"La verdadera sorpresa se la llevaron los demás pasajeros!! Jajaja! Y todos nosotros envidiosos!!! Hey, vite vite? Yo andaba con el presidente y hasta foto me tiré!😂😂😂😂 El dominicano es lo más criticón hasta que nos toca ser coristas.",
"Que viaje como quiera. El toma sus riesgos, si quiere. Baño de pueblo en avión Pa' nuebayol. Para variar.",
"Austeridad, sencillez, Humildad, seriedad, honradez.",
@elantinoti El Dr 👨‍⚕️ Joaquín Balaguer nunca viajó al Exterior en jet 🛩 Privado😂,
😍😍😍😍😍👏👏👏👏,
Populisssssmooooo  por Dios 🤦‍♀️🤦‍♀️🤦‍♀️,
"En la figura de un presidente hay muchos intereses, creo de debería ser más cuidadoso con su seguridad.",
"Como quiera es malo, si viaja privado es un botarate, si es en primela clase, que no se quiere juntar con los demás y si es regular, que es populismo para que lo vean. Pero señores!!! No hay que hacer tema donde no hay. Cualquier Presidente, que viaje como el considere",
Sencillez. Humildad!!!👏👏👏🙏🌷❤,
Simplemente humildad.,
Carajo co... Om...,
CarJ,
"Palos si bogas y palos si no bogas,  a Leonel pagaba carisimo, o dio vuelos primera clase, con una comitiva muy grande, Abinader quiere ser diferente y también es malo.  Se predica con el ejemplo.",
Un ser humano como otro cualquiera,
El mejor presidente que hemos tenido. Cuanta humildad !,
@kelvincalvo05 😂😂😂😂que agresivo eres sólo puso emojis😂😂😂😂 la gente está muy agresiva😂,
"Para mi es poner el ejemplo no porque sea presidente, tiene que jugar con el dinero del pueblo llevándose un tro de lambones en aviones privados",
"@luisabinader esta haciendo su trabajo, se maneja súper bien, (otra cosa son los otros funcionarios) no lo ayudan. Hay algunos como educación que se ve que está haciendo un tollo y está tratando de comprar de todo para buscarse a lo claro.",
Después aparece un loco y lo mata y se jodio,
Ese HOMBRE NACIÓ MILLONARIO en DÓLARES si es HUMILDE es porque le sale no tiene que vender esa imagen desde el día 1 esa pareja sean manejado con HUMILDAD y SENCILLEZ,
@luisabinader es el mejor presidente,
Lo veo él por qué. Cuando venga lo ara de la misma forma,
Pienso que si se siente en clase business está mal y si se sienta como lo hizo también la gente lo ve mal … y si se va en avión aprivado también pq empiezan a decir que es con el cuento del pueblo…. En conclusión siempre lo van a ver mal,
Lo de viajar en avión comercial lo veo bien. Lo que siempre me he preguntado es porque va hasta el limpiabotas del palacio para todos los viajes. O será que todo el que está ahí está para protegerlo o traducirle ? 😂,
@_novak.johan jejejejejejejej,
@_jimenarodriguez_809 Exactamente!!,
Eso es un mensaje a los demas ministros,
Bulto toooo😮😂,
Yo creo que el gobierno está en mal Andrea porque viajar en clase conomica un líder.. disque para dar el ejemplo no me joda tú,
"Las dos cosa pueden ser, ahora cual es el jodio problema",
Yo creo que eso es humildad enseñar que se pueden hacer las cosas diferentes,
"Lo único que se es, que la grabación tienen un excelente ángulo. Un populismo fino y bien producido. Amparado en gran medida en la escasez de este tipo de acciones ante los ojos de los dominicanos.",
Eso se llama seguridad o tu cree que esa mafia y esa gente que están preso son niño de teta se va en un jet y con el dinero y el poder de esa mafia lo tumban un avión comercial es ma difícil y más seguridad,
"Un hombre millonario de cuna, hahaha ahira andan lopld y lo de leonel ( qur es lo mismo ) hablando disparate lo que pasa es que es un hombre con ma talento que los lideres de ustedes fustrados y con los pies en la tierra",
"En fin es que tú todo te lo encuentra mal @elantinoti  El Presidente está haciendo lo correcto, no es populismo, el pueblo dominicano no podemos estar pagándole primera clase a ningún funcionario.",
Creo que es la primera vez en la existencia de RepúblicaDominicana que vemos esta acción... el  real cambio con hecho..🙌,
Pienso de debe ponerse a trabajar y dejarse de estar haciendo bulto creyendo que con eso va a desviar la atención de todos los problemas qué hay en RD 🧳,
Las acciones son las que enseñan así es mi presidente,
Eso se llama humildad que no importando el rango que se ostente no olvidarse de que en la vida todo pasa y el presidente @luisabinader lo tiene bien claro,positivo
Lo critican todo asi que lo que a ustedes les de la gana eso es.,
🙌👏,
Ese es el mensaje 👏👏,
En este país todo es malo...,
Todo el que no hace nada lo que vive es criticando al que hace las cosas de corazón y bien hechas sigan tirando piedras a la luna que van a quedar locos el presidente tiene bn claro su posicion,
Pablo Iglesias es una chambra.... 😂,
Populista. Yo creo en el gobierno de Luis pero eso es hasta arriesgado para la seguridad del paìs. Si queremos ser austero que le baje a 300 mil los sueldos de los ministros. Ahí se la doy. Que no nos dé con la de mito.,
"Ya quisiera yo ver a Danilo en clase media, abordando cualquier tipo de transporte a ver como lo tratan",
Como quiera es malo para el dominicano susantisimo. Este país se merece tener a  Danilo para toda la vida porque somos masoquista este hombre está haciendo la diferencia y como quiera lo Juzgan Díos mio,
Como quiera es malos si seba en Vuelos privados critican y si es Comercial igual not Mame guey,
🙌,
"El se caracterizado por ser austero, cual es la duda. Caramba aquí todo se critica al parecer no estamos acostumbrados a ver hacer l correcto.",
Súper bien 👏👏👏👏👏,
"Populismo. Veo mal arriesgar la seguridad del presidente para “mostrar humildad”. Una consecuencia negativa por falta de esa “muestra” desestabilizaría el país. El presidente siempre debe ir en avión privado, no por opulencia, sino porque le corresponde.",
"Lo encuentro bien , solo que nunca se hubiera visto esto siempre inalcanzables y muy faraones . Solo es un hombre humilde el presi😍",
Que es una excelente acción de un presidente y los demás deben tomar nota.,
"Exceso de confianza, sentido de viralización y tendencia. Sabrá Dios que está ocurriendo ahora por otro lado mientras los estamos haciendo TT. Desvío de atención, extrenando a TikTok. Ahhhhh una pregunta inquietante........porque los pasajeros graban y esos mismos vídeos fueron los usados para el extreno de TikTok y según nuria nadie sabía que subirían a ese avión 🤔🤔🤔 Planificación y alevosía. @elantinoti",
"Que Es una acción de humildad, asi de sencillo👏",
"Diosssssss, pero en este país del Señor como quiera es malo!!!!!. ""Palo si boga y palo si no boga""..... Carajo!!!!!!!",
👍🏼👏🏼👍🏼👏🏼👍🏼👏🏼,
"Ahh pero como quiera es malo, si sale en avión privado lo critican si sale en comercial pero en primera clase lo critican si se va en coach lo critican, no jodan tantooooo de por Dios !!! Palo si boga y palo sino boga.",
"En lo particular, Yo Pienso que esa es la forma natural de actuar de @luisabinader, ya que el Hombre es UN empresario Exitoso y viene de una formación Cívico Profesional muy Buena que Cultivarla su Padre (el Patriarca de la Familia) y para Triunfar como empresario en #RD se debe ser Inteligente, Sagaz, Comedido y Austero.  @rcavada @12y2 @listindiario @diariolibre @elnuevodiariord @tdandrades @primerimpacto @deultimominutomedia @donsanti25",
Pero como quiera es malo si renta un avión y viene con la recua eh gente lo critican y si viene en una guagua pública también.,
"Desde europa lo veo muy bien, porque aquí no es cultura de los gobernantes el figureo con dinero ajeno... Todos debieran hacerlo ahorrarle dinero a los contribuyentes... Pues, me supongo que antes de ser presidente el viajaba, por lo demás Luis es muy diferente a otros anteriores que tenían fiebre de viajar y más sin gastar ni uno, porque eran de extrema pobreza... Luis nació rico... Mi hija que trabaja en delta esta muy emocionada ella porque lo atendió!!!",
Como quiera hablan🙄,
"Ni populismo ni austeridad, un hombre del pueblo con ideas claras, independientemente de su estatus social fuera de la política…",
👏👏👏😂😂,
@michelleflaz es una naturaleza del dominicano!,
"Sea lo que sea, prefiero que sea asi",
Populismo barato. El en lo que tiene que esta no está. Solo hay que ver como tiene a los Diputados y Senador apoyando a los poderosos dueños de las AFP los que se le roban la vida y el futuro de los trabajadores. Presidente de la maldito cara en esta vaina y deje su Populismo del Malo.,
Una ciudadano ejemplar. Modelo a seguir.🙌,
@elantinoti tranquilo compay eso fue para qué rochy rd sepa que se siente bien,
Y que tiene de malo que una figura tan importante como el.presidente.viaje con los demas en un vuelo comun dejen de estar criticando negativamente encuanto a los pasajero se sienten feliz de esa oportunodad,
👏 🙌,
"Originalidad, no esperaba menos del presi 🙌👏",
Un poco de ambos,
"Lo que a ustedes les gusta. Tanto problemas que hay en el país. Educación, seguridad, etcétera, etcétera, etcétera y todos se montan en la misma ola, un vídeo del presidente posando para ustedes. Esto no se sabe dónde vayas a parar 😂😂😂😂👏👏👏👏",
"Cómo quiera critican, antes cuando viajaban en primera clase era malo y ahora que es diferente también.",
"Si se va en primera es malo , si se va en segunda , en tercera o cuarta clase es malo . Haga lo que haga como quiera lo van a criticar. Odio mi país",
"Si el presidente Abinader viaja con dinero de los impuestos que paga el ciudadano, entonces veo bien que  administre adecuadamente ese dinero que se gasta en viajes oficiales. Yo lo felicito.",
El ahorrando y el de educacion gastando. 🤑,
"Ganas de joder de la gente. Si está bien es malo, y si es malo está bien. Quien entiende.",
"Estaría de acuerdo y creería que NO es Populismo, si no aparecieran TODOS esos gastos en PUBLICIDAD para hablar de cada ministro, para acallar voces de periodistas y ejecutivos de comunicaciones. La PUBLICIDAD debería estar enfocada sólo en asuntos de Emergencia y de avisos de alta prioridad, en tiempo de austeridad.",
"El punto , es que ayudó al planeta y al presupuesto 🌍",
El mejor presidente ❤️,
"Lo correcto diría yo, el Presidente tiene dinero para pagar un Jet privado si quisiera, él demuestra ser prudente y no como otros como ocurrió recientemente con el Alcalde de Santiago tras viajar a EEUU en un Jet privado, ¿ Saben ustedes el costo hora - vuelo en un avión privado? Lo que les garantizo no salió de su bolsillo",
Un poco de ambos mundos😅,
"Populismo. Hay un asunto de seguridad, él no debió ponerse en riesgo, porque al hacerlo pone en riesgo la estabilidad de un estado. Te apuesto a que a Biden no lo permiten este tipo de actos insensatos. Después se quejan cuando dicen que este gobierno es lo más s parecido a un circo 🎪 🤡",
"Populismo 😮😮😮😮. La austeridad debe aplicarse en TODO. Lo digo porque lo practico , pero en todo.",
Las cámaras nunca faltan 👏👏👏,
Ha mi entender cea lo que cea lo estas haciendo bien c porta como un ciudadano Danilo ni eso hacia.,
Excelente! Lo bueno no se critica 👏 Excelente acción de nuestro presidente. #bravo 👍🏼,
"Un poco de ambas, pero austeridad es lo que menos hay en sentido general.",
Austeridad y humildad,
Ese es mi presidente!👍🙌🙌🙌🙌🙌🙌,
Si es al mismo lugar que te van a llevar!!!! Para qué gastar más? Cuando el dinero ajeno no te duele ahí es donde se ve la diferencia,
"@arnestineo no olvides que este (@luisabinader) comenzó en medio de una fuerte pandemia, hasta yo por ser razonable, no en un yate 🛥 hasta en una burbuja blindada que aparezca para evitar contagiarme.. Alfavol!",
Excelente mi adorado ejemplar presidente,
muy bien  humildad .,
Sonido o no ningun expresidente lo ha hecho. 👏,
"Sea lo que sea, me parece muy bien👏👏👏👏👏",
"Muchos años pidiendo la mayoría que los presidentes viajen en vuelos comerciales. Pero, cuando lo hacen ahora es populismo. Aquí todos ss criticable al 💯%",
"Coño tanto tiempo aspirando tener un presidente que hiciera justamente esto y ahora también es criticado, no joda nadie, mierda todo. 😮",
Por esas cosas es que muchos funcionarios hacen las cosas mal porque como quiera lo van a evaluar igualmente a sus antecesores.,
"No siempre hay que pensar en lo malo, el populismo también sirve para hacer sentir conforme al pueblo concerniente a la cercanía de su mandatario con ellos",
👏Excelente!,
